Unnamed: 0,ppl,thumbnail,deepfake_score
108,"Catherine, Princess of Wales",https://1a-1791.com/video/fww1/4a/s8/1/D/g/M/G/DgMGy.oq1b.2-small-Which-Cabinet-Member-Was-Th.jpg,1.1388528037059586e-05
109,"Catherine, Princess of Wales",https://1a-1791.com/video/fww1/46/s8/1/9/W/O/P/9WOPy.oq1b.b-small-Trump-SLAMS-Biden-Over-Boul.jpg,3.101060883636819e-07
110,Tim Walz,https://1a-1791.com/video/fww1/cb/s8/1/J/C/h/X/JChXy.oq1b.5-small-Is-The-Biden-Autopen-Scanda.jpg,3.0265990062616765e-05
111,Tim Walz,https://1a-1791.com/video/fww1/6a/s8/1/f/E/H/P/fEHPy.oq1b.2-small-6.2.25-NO-Joe-Biden-Watch-t.jpg,
112,Tim Walz,https://1a-1791.com/video/fww1/b5/s8/1/J/c/1/R/Jc1Ry.oq1b.2-small-LIVE-WITH-JULIE.jpg,1.5805265718427108e-07
113,Tim Walz,https://1a-1791.com/video/fww1/e9/s8/1/l/X/Y/L/lXYLy.oq1b.2-small--Explaining-the-Black-Fatig.jpg,1.0747543655043046e-07
114,Tim Walz,https://1a-1791.com/video/fww1/8b/s8/1/P/9/F/L/P9FLy.oq1b.5-small--Joe-Bidens-Cancer-Diagnosi.jpg,1.5578788747916406e-07
115,Tim Walz,https://1a-1791.com/video/fww1/b3/s8/1/B/r/P/U/BrPUy.oq1b.1-small-Hidin-Joe-Biden.jpg,3.736065323778348e-08
116,Tim Walz,https://1a-1791.com/video/fww1/2a/s8/1/T/H/O/W/THOWy.oq1b.2-small-Biden-Aid-CONFESSES-to-Cong.jpg,1.0509011190151796e-06
117,Tim Walz,https://1a-1791.com/video/fww1/03/s8/1/h/w/0/U/hw0Uy.oq1b.2-small-Dems-Boycott-Probe-on-Biden.jpg,1.260408595271656e-07
118,Tim Walz,https://1a-1791.com/video/s8/1/D/q/m/a/Dqmau.oq1b.2-small-Its-So-Bad-They-Want-Biden-.jpg,5.293052254273789e-07
119,Tim Walz,https://1a-1791.com/video/fwe1/0c/s8/1/k/R/9/N/kR9Nw.oq1b.2-small-Biden-Is-Destroying-The-Cou.jpg,5.087705972073309e-07
120,Tim Walz,https://1a-1791.com/video/fw/s8/1/P/E/B/j/PEBjv.oq1b.2-small-Biden-Gives-a-Giant-Middle-.jpg,5.415390447183199e-08
121,Tim Walz,https://1a-1791.com/video/fww1/85/s8/1/V/_/t/W/V_tWy.oq1b.2-small-They-Did-This-Biden-Last-Mi.jpg,1.0558576377661666e-06
122,Tim Walz,https://1a-1791.com/video/fww1/fe/s8/1/B/U/P/L/BUPLy.oq1b.2-small-Shawn-Ryan-Bidens-Cancer-Ka.jpg,0.00013985102123115212
123,Tim Walz,https://1a-1791.com/video/fww1/51/s8/1/X/c/6/O/Xc6Oy.oq1b.2-small-Devolution-Power-Hour-Ep.-3.jpg,0.00024933379609137774
124,Tim Walz,https://1a-1791.com/video/fww1/42/s8/1/m/M/2/t/mM2ty.oq1b.2-small--From-Hunter-Bidens-Securit.jpg,5.197732799722132e-10
125,Tim Walz,https://1a-1791.com/video/fw/s8/1/z/6/R/l/z6Rlv.oq1b.2-small-Bidens-Reign-Of-Destruction.jpg,3.5040645798289916e-06
126,Tim Walz,https://1a-1791.com/video/fww1/9e/s8/1/9/r/p/X/9rpXy.oq1b.2-small-HATIANS.jpg,1.7563007759235916e-07
127,Tim Walz,https://1a-1791.com/video/fww1/3d/s8/1/c/J/1/t/cJ1ty.oq1b.2-small-Tucker-Carlson-on-the-Biden.jpg,2.603686652946635e-06
128,Tim Walz,https://1a-1791.com/video/fww1/57/s8/1/V/v/i/O/VviOy.oq1b.2-small-Democrats-NEW-CON-Tapper-Cl.jpg,1.8790873301810507e-09
129,Tim Walz,https://1a-1791.com/video/fww1/d0/s8/1/V/t/2/I/Vt2Iy.oq1b.2-small-Biden-Resurfaces-In-Mind-Bo.jpg,5.09968201001243e-09
130,Tim Walz,https://1a-1791.com/video/fww1/4a/s8/1/D/g/M/G/DgMGy.oq1b.2-small-Which-Cabinet-Member-Was-Th.jpg,1.1388528037059586e-05
131,Tim Walz,https://1a-1791.com/video/fww1/46/s8/1/9/W/O/P/9WOPy.oq1b.b-small-Trump-SLAMS-Biden-Over-Boul.jpg,3.101060883636819e-07
132,Mike Tyson,https://1a-1791.com/video/fww1/cb/s8/1/J/C/h/X/JChXy.oq1b.5-small-Is-The-Biden-Autopen-Scanda.jpg,3.0265990062616765e-05
133,Mike Tyson,https://1a-1791.com/video/fww1/6a/s8/1/f/E/H/P/fEHPy.oq1b.2-small-6.2.25-NO-Joe-Biden-Watch-t.jpg,
134,Mike Tyson,https://1a-1791.com/video/fww1/b5/s8/1/J/c/1/R/Jc1Ry.oq1b.2-small-LIVE-WITH-JULIE.jpg,1.5805265718427108e-07
135,Mike Tyson,https://1a-1791.com/video/fww1/e9/s8/1/l/X/Y/L/lXYLy.oq1b.2-small--Explaining-the-Black-Fatig.jpg,1.0747543655043046e-07
136,Mike Tyson,https://1a-1791.com/video/fww1/8b/s8/1/P/9/F/L/P9FLy.oq1b.5-small--Joe-Bidens-Cancer-Diagnosi.jpg,1.5578788747916406e-07
137,Mike Tyson,https://1a-1791.com/video/fww1/b3/s8/1/B/r/P/U/BrPUy.oq1b.1-small-Hidin-Joe-Biden.jpg,3.736065323778348e-08
138,Mike Tyson,https://1a-1791.com/video/fww1/2a/s8/1/T/H/O/W/THOWy.oq1b.2-small-Biden-Aid-CONFESSES-to-Cong.jpg,1.0509011190151796e-06
139,Mike Tyson,https://1a-1791.com/video/fww1/03/s8/1/h/w/0/U/hw0Uy.oq1b.2-small-Dems-Boycott-Probe-on-Biden.jpg,1.260408595271656e-07
140,Mike Tyson,https://1a-1791.com/video/s8/1/D/q/m/a/Dqmau.oq1b.2-small-Its-So-Bad-They-Want-Biden-.jpg,5.293052254273789e-07
141,Mike Tyson,https://1a-1791.com/video/fwe1/0c/s8/1/k/R/9/N/kR9Nw.oq1b.2-small-Biden-Is-Destroying-The-Cou.jpg,5.087705972073309e-07
142,Mike Tyson,https://1a-1791.com/video/fw/s8/1/P/E/B/j/PEBjv.oq1b.2-small-Biden-Gives-a-Giant-Middle-.jpg,5.415390447183199e-08
143,Mike Tyson,https://1a-1791.com/video/fww1/85/s8/1/V/_/t/W/V_tWy.oq1b.2-small-They-Did-This-Biden-Last-Mi.jpg,1.0558576377661666e-06
144,Mike Tyson,https://1a-1791.com/video/fww1/fe/s8/1/B/U/P/L/BUPLy.oq1b.2-small-Shawn-Ryan-Bidens-Cancer-Ka.jpg,0.00013985102123115212
145,Mike Tyson,https://1a-1791.com/video/fww1/51/s8/1/X/c/6/O/Xc6Oy.oq1b.2-small-Devolution-Power-Hour-Ep.-3.jpg,0.00024933379609137774
146,Mike Tyson,https://1a-1791.com/video/fww1/42/s8/1/m/M/2/t/mM2ty.oq1b.2-small--From-Hunter-Bidens-Securit.jpg,5.197732799722132e-10
147,Mike Tyson,https://1a-1791.com/video/fw/s8/1/z/6/R/l/z6Rlv.oq1b.2-small-Bidens-Reign-Of-Destruction.jpg,3.5040645798289916e-06
148,Mike Tyson,https://1a-1791.com/video/fww1/9e/s8/1/9/r/p/X/9rpXy.oq1b.2-small-HATIANS.jpg,1.7563007759235916e-07
149,Mike Tyson,https://1a-1791.com/video/fww1/3d/s8/1/c/J/1/t/cJ1ty.oq1b.2-small-Tucker-Carlson-on-the-Biden.jpg,2.603686652946635e-06
150,Mike Tyson,https://1a-1791.com/video/fww1/57/s8/1/V/v/i/O/VviOy.oq1b.2-small-Democrats-NEW-CON-Tapper-Cl.jpg,1.8790873301810507e-09
151,Mike Tyson,https://1a-1791.com/video/fww1/d0/s8/1/V/t/2/I/Vt2Iy.oq1b.2-small-Biden-Resurfaces-In-Mind-Bo.jpg,5.09968201001243e-09
152,Mike Tyson,https://1a-1791.com/video/fww1/4a/s8/1/D/g/M/G/DgMGy.oq1b.2-small-Which-Cabinet-Member-Was-Th.jpg,1.1388528037059586e-05
153,Mike Tyson,https://1a-1791.com/video/fww1/46/s8/1/9/W/O/P/9WOPy.oq1b.b-small-Trump-SLAMS-Biden-Over-Boul.jpg,3.101060883636819e-07
154,Jill Stein,https://1a-1791.com/video/fww1/cb/s8/1/J/C/h/X/JChXy.oq1b.5-small-Is-The-Biden-Autopen-Scanda.jpg,3.0265990062616765e-05
155,Jill Stein,https://1a-1791.com/video/fww1/6a/s8/1/f/E/H/P/fEHPy.oq1b.2-small-6.2.25-NO-Joe-Biden-Watch-t.jpg,
156,Jill Stein,https://1a-1791.com/video/fww1/b5/s8/1/J/c/1/R/Jc1Ry.oq1b.2-small-LIVE-WITH-JULIE.jpg,1.5805265718427108e-07
157,Jill Stein,https://1a-1791.com/video/fww1/e9/s8/1/l/X/Y/L/lXYLy.oq1b.2-small--Explaining-the-Black-Fatig.jpg,1.0747543655043046e-07
158,Jill Stein,https://1a-1791.com/video/fww1/8b/s8/1/P/9/F/L/P9FLy.oq1b.5-small--Joe-Bidens-Cancer-Diagnosi.jpg,1.5578788747916406e-07
159,Jill Stein,https://1a-1791.com/video/fww1/b3/s8/1/B/r/P/U/BrPUy.oq1b.1-small-Hidin-Joe-Biden.jpg,3.736065323778348e-08
160,Jill Stein,https://1a-1791.com/video/fww1/2a/s8/1/T/H/O/W/THOWy.oq1b.2-small-Biden-Aid-CONFESSES-to-Cong.jpg,1.0509011190151796e-06
161,Jill Stein,https://1a-1791.com/video/fww1/03/s8/1/h/w/0/U/hw0Uy.oq1b.2-small-Dems-Boycott-Probe-on-Biden.jpg,1.260408595271656e-07
162,Jill Stein,https://1a-1791.com/video/s8/1/D/q/m/a/Dqmau.oq1b.2-small-Its-So-Bad-They-Want-Biden-.jpg,5.293052254273789e-07
163,Jill Stein,https://1a-1791.com/video/fwe1/0c/s8/1/k/R/9/N/kR9Nw.oq1b.2-small-Biden-Is-Destroying-The-Cou.jpg,5.087705972073309e-07
164,Jill Stein,https://1a-1791.com/video/fw/s8/1/P/E/B/j/PEBjv.oq1b.2-small-Biden-Gives-a-Giant-Middle-.jpg,5.415390447183199e-08
165,Jill Stein,https://1a-1791.com/video/fww1/85/s8/1/V/_/t/W/V_tWy.oq1b.2-small-They-Did-This-Biden-Last-Mi.jpg,1.0558576377661666e-06
166,Jill Stein,https://1a-1791.com/video/fww1/fe/s8/1/B/U/P/L/BUPLy.oq1b.2-small-Shawn-Ryan-Bidens-Cancer-Ka.jpg,0.00013985102123115212
167,Jill Stein,https://1a-1791.com/video/fww1/51/s8/1/X/c/6/O/Xc6Oy.oq1b.2-small-Devolution-Power-Hour-Ep.-3.jpg,0.00024933379609137774
168,Jill Stein,https://1a-1791.com/video/fww1/42/s8/1/m/M/2/t/mM2ty.oq1b.2-small--From-Hunter-Bidens-Securit.jpg,5.197732799722132e-10
169,Jill Stein,https://1a-1791.com/video/fw/s8/1/z/6/R/l/z6Rlv.oq1b.2-small-Bidens-Reign-Of-Destruction.jpg,3.5040645798289916e-06
170,Jill Stein,https://1a-1791.com/video/fww1/9e/s8/1/9/r/p/X/9rpXy.oq1b.2-small-HATIANS.jpg,1.7563007759235916e-07
171,Jill Stein,https://1a-1791.com/video/fww1/3d/s8/1/c/J/1/t/cJ1ty.oq1b.2-small-Tucker-Carlson-on-the-Biden.jpg,2.603686652946635e-06
172,Jill Stein,https://1a-1791.com/video/fww1/57/s8/1/V/v/i/O/VviOy.oq1b.2-small-Democrats-NEW-CON-Tapper-Cl.jpg,1.8790873301810507e-09
173,Jill Stein,https://1a-1791.com/video/fww1/d0/s8/1/V/t/2/I/Vt2Iy.oq1b.2-small-Biden-Resurfaces-In-Mind-Bo.jpg,5.09968201001243e-09
174,Jill Stein,https://1a-1791.com/video/fww1/4a/s8/1/D/g/M/G/DgMGy.oq1b.2-small-Which-Cabinet-Member-Was-Th.jpg,1.1388528037059586e-05
175,Jill Stein,https://1a-1791.com/video/fww1/46/s8/1/9/W/O/P/9WOPy.oq1b.b-small-Trump-SLAMS-Biden-Over-Boul.jpg,3.101060883636819e-07
176,Usher,https://1a-1791.com/video/fww1/cb/s8/1/J/C/h/X/JChXy.oq1b.5-small-Is-The-Biden-Autopen-Scanda.jpg,3.0265990062616765e-05
177,Usher,https://1a-1791.com/video/fww1/6a/s8/1/f/E/H/P/fEHPy.oq1b.2-small-6.2.25-NO-Joe-Biden-Watch-t.jpg,
178,Usher,https://1a-1791.com/video/fww1/b5/s8/1/J/c/1/R/Jc1Ry.oq1b.2-small-LIVE-WITH-JULIE.jpg,1.5805265718427108e-07
179,Usher,https://1a-1791.com/video/fww1/e9/s8/1/l/X/Y/L/lXYLy.oq1b.2-small--Explaining-the-Black-Fatig.jpg,1.0747543655043046e-07
180,Usher,https://1a-1791.com/video/fww1/8b/s8/1/P/9/F/L/P9FLy.oq1b.5-small--Joe-Bidens-Cancer-Diagnosi.jpg,1.5578788747916406e-07
181,Usher,https://1a-1791.com/video/fww1/b3/s8/1/B/r/P/U/BrPUy.oq1b.1-small-Hidin-Joe-Biden.jpg,3.736065323778348e-08
182,Usher,https://1a-1791.com/video/fww1/03/s8/1/h/w/0/U/hw0Uy.oq1b.2-small-Dems-Boycott-Probe-on-Biden.jpg,1.260408595271656e-07
183,Usher,https://1a-1791.com/video/fww1/2a/s8/1/T/H/O/W/THOWy.oq1b.2-small-Biden-Aid-CONFESSES-to-Cong.jpg,1.0509011190151796e-06
184,Usher,https://1a-1791.com/video/s8/1/D/q/m/a/Dqmau.oq1b.2-small-Its-So-Bad-They-Want-Biden-.jpg,5.293052254273789e-07
185,Usher,https://1a-1791.com/video/fww1/fe/s8/1/B/U/P/L/BUPLy.oq1b.2-small-Shawn-Ryan-Bidens-Cancer-Ka.jpg,0.00013985102123115212
186,Usher,https://1a-1791.com/video/fww1/51/s8/1/X/c/6/O/Xc6Oy.oq1b.2-small-Devolution-Power-Hour-Ep.-3.jpg,0.00024933379609137774
187,Usher,https://1a-1791.com/video/fww1/85/s8/1/V/_/t/W/V_tWy.oq1b.2-small-They-Did-This-Biden-Last-Mi.jpg,1.0558576377661666e-06
188,Usher,https://1a-1791.com/video/fw/s8/1/P/E/B/j/PEBjv.oq1b.2-small-Biden-Gives-a-Giant-Middle-.jpg,5.415390447183199e-08
189,Usher,https://1a-1791.com/video/fwe1/0c/s8/1/k/R/9/N/kR9Nw.oq1b.2-small-Biden-Is-Destroying-The-Cou.jpg,5.087705972073309e-07
190,Usher,https://1a-1791.com/video/fww1/42/s8/1/m/M/2/t/mM2ty.oq1b.2-small--From-Hunter-Bidens-Securit.jpg,5.197732799722132e-10
191,Usher,https://1a-1791.com/video/fw/s8/1/z/6/R/l/z6Rlv.oq1b.2-small-Bidens-Reign-Of-Destruction.jpg,3.5040645798289916e-06
192,Usher,https://1a-1791.com/video/fww1/9e/s8/1/9/r/p/X/9rpXy.oq1b.2-small-HATIANS.jpg,1.7563007759235916e-07
193,Usher,https://1a-1791.com/video/fww1/3d/s8/1/c/J/1/t/cJ1ty.oq1b.2-small-Tucker-Carlson-on-the-Biden.jpg,2.603686652946635e-06
194,Usher,https://1a-1791.com/video/fww1/57/s8/1/V/v/i/O/VviOy.oq1b.2-small-Democrats-NEW-CON-Tapper-Cl.jpg,1.8790873301810507e-09
195,Usher,https://1a-1791.com/video/fww1/d0/s8/1/V/t/2/I/Vt2Iy.oq1b.2-small-Biden-Resurfaces-In-Mind-Bo.jpg,5.09968201001243e-09
196,Usher,https://1a-1791.com/video/fww1/4a/s8/1/D/g/M/G/DgMGy.oq1b.2-small-Which-Cabinet-Member-Was-Th.jpg,1.1388528037059586e-05
197,Usher,https://1a-1791.com/video/fww1/46/s8/1/9/W/O/P/9WOPy.oq1b.b-small-Trump-SLAMS-Biden-Over-Boul.jpg,3.101060883636819e-07
198,Imane Khelif,https://1a-1791.com/video/fww1/cb/s8/1/J/C/h/X/JChXy.oq1b.5-small-Is-The-Biden-Autopen-Scanda.jpg,3.0265990062616765e-05
199,Imane Khelif,https://1a-1791.com/video/fww1/6a/s8/1/f/E/H/P/fEHPy.oq1b.2-small-6.2.25-NO-Joe-Biden-Watch-t.jpg,
200,Imane Khelif,https://1a-1791.com/video/fww1/b5/s8/1/J/c/1/R/Jc1Ry.oq1b.2-small-LIVE-WITH-JULIE.jpg,1.5805265718427108e-07
201,Imane Khelif,https://1a-1791.com/video/fww1/e9/s8/1/l/X/Y/L/lXYLy.oq1b.2-small--Explaining-the-Black-Fatig.jpg,1.0747543655043046e-07
202,Imane Khelif,https://1a-1791.com/video/fww1/8b/s8/1/P/9/F/L/P9FLy.oq1b.5-small--Joe-Bidens-Cancer-Diagnosi.jpg,1.5578788747916406e-07
203,Imane Khelif,https://1a-1791.com/video/fww1/b3/s8/1/B/r/P/U/BrPUy.oq1b.1-small-Hidin-Joe-Biden.jpg,3.736065323778348e-08
204,Imane Khelif,https://1a-1791.com/video/fww1/03/s8/1/h/w/0/U/hw0Uy.oq1b.2-small-Dems-Boycott-Probe-on-Biden.jpg,1.260408595271656e-07
205,Imane Khelif,https://1a-1791.com/video/fww1/2a/s8/1/T/H/O/W/THOWy.oq1b.2-small-Biden-Aid-CONFESSES-to-Cong.jpg,1.0509011190151796e-06
206,Imane Khelif,https://1a-1791.com/video/s8/1/D/q/m/a/Dqmau.oq1b.2-small-Its-So-Bad-They-Want-Biden-.jpg,5.293052254273789e-07
207,Imane Khelif,https://1a-1791.com/video/fww1/fe/s8/1/B/U/P/L/BUPLy.oq1b.2-small-Shawn-Ryan-Bidens-Cancer-Ka.jpg,0.00013985102123115212
208,Imane Khelif,https://1a-1791.com/video/fww1/51/s8/1/X/c/6/O/Xc6Oy.oq1b.2-small-Devolution-Power-Hour-Ep.-3.jpg,0.00024933379609137774
209,Imane Khelif,https://1a-1791.com/video/fww1/85/s8/1/V/_/t/W/V_tWy.oq1b.2-small-They-Did-This-Biden-Last-Mi.jpg,1.0558576377661666e-06
210,Imane Khelif,https://1a-1791.com/video/fw/s8/1/P/E/B/j/PEBjv.oq1b.2-small-Biden-Gives-a-Giant-Middle-.jpg,5.415390447183199e-08
211,Imane Khelif,https://1a-1791.com/video/fwe1/0c/s8/1/k/R/9/N/kR9Nw.oq1b.2-small-Biden-Is-Destroying-The-Cou.jpg,5.087705972073309e-07
212,Imane Khelif,https://1a-1791.com/video/fww1/42/s8/1/m/M/2/t/mM2ty.oq1b.2-small--From-Hunter-Bidens-Securit.jpg,5.197732799722132e-10
213,Imane Khelif,https://1a-1791.com/video/fw/s8/1/z/6/R/l/z6Rlv.oq1b.2-small-Bidens-Reign-Of-Destruction.jpg,3.5040645798289916e-06
214,Imane Khelif,https://1a-1791.com/video/fww1/9e/s8/1/9/r/p/X/9rpXy.oq1b.2-small-HATIANS.jpg,1.7563007759235916e-07
215,Imane Khelif,https://1a-1791.com/video/fww1/3d/s8/1/c/J/1/t/cJ1ty.oq1b.2-small-Tucker-Carlson-on-the-Biden.jpg,2.603686652946635e-06
216,Imane Khelif,https://1a-1791.com/video/fww1/57/s8/1/V/v/i/O/VviOy.oq1b.2-small-Democrats-NEW-CON-Tapper-Cl.jpg,1.8790873301810507e-09
217,Imane Khelif,https://1a-1791.com/video/fww1/d0/s8/1/V/t/2/I/Vt2Iy.oq1b.2-small-Biden-Resurfaces-In-Mind-Bo.jpg,5.09968201001243e-09
218,Imane Khelif,https://1a-1791.com/video/fww1/4a/s8/1/D/g/M/G/DgMGy.oq1b.2-small-Which-Cabinet-Member-Was-Th.jpg,1.1388528037059586e-05
219,Imane Khelif,https://1a-1791.com/video/fww1/46/s8/1/9/W/O/P/9WOPy.oq1b.b-small-Trump-SLAMS-Biden-Over-Boul.jpg,3.101060883636819e-07
